Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
April,29,Writer,15827.06,14229216666666600,9,9,29,6,20,19,5.41,14.0,Bad,2396.06,29605250529872600,10 Years and 4 Months,Yes,5771999295945360,1836659524289140,Low_spent_Small_value_payments,1909060000000000,Poor
May,29,Writer,15827.06,14229216666666600,9,9,29,6,20,19,5.41,14.0,Bad,2396.06,24417230809214300,NA,Yes,5771999295945360,9726312912074250,Low_spent_Medium_value_payments,26730900000000000,Poor
June,29,Writer,15827.06,14229216666666600,8,8,29,6,19,19,5.41,14.0,Bad,2396.06,31432987046150400,10 Years and 6 Months,Yes,5771999295945360,16998846894995100,Low_spent_Small_value_payments,2045840000000000,Poor
July,29,Writer,15827.06,14229216666666600,8,8,29,6,21,19,5.41,14.0,Bad,2396.06,29494589441865300,10 Years and 7 Months,NM,5771999295945360,12526284353999600,Low_spent_Medium_value_payments,23930900000000000,Poor
August,29,Writer,15827.06,14229216666666600,8,8,29,6,20,17,5.41,14.0,Bad,2396.06,38411556146692200,10 Years and 8 Months,NM,5771999295945360,60421467954639200,High_spent_Medium_value_payments,2741510000000000,Standard
January,25,Doctor,14649.275_,11187729166666600,3,5,9,0,-2,0,5.65,0.0,Good,554.58,233241648236595,22 Years and 5 Months,No,0.0,11548936382676200,Low_spent_Small_value_payments,28638800000000000,Good
February,25,Doctor,"14.649.275,00",11187729166666600,3,5,9,0,3,-3,16.500.000.000.000.000,0.0,_,554.58,27396040270461500,22 Years and 6 Months,No,0.0,5460885987820230,Low_spent_Large_value_payments,32726800000000000,Good
March,26,Doctor,"14.649.275,00",11187729166666600,3,5,9,0,3,2,5.65,125.0,Good,554.58,24669141989900600,22 Years and 7 Months,No,0.0,4134572223115680,Low_spent_Small_value_payments,3605320000000000,Good
April,26,Doctor,"14.649.275,00",,3,5,9,0,3,0,5.65,0.0,Good,554.58,2632945692477760,22 Years and 8 Months,No,0.0,13540598178766800,Low_spent_Small_value_payments,2664710000000000,Good
May,26,Doctor,"14.649.275,00",11187729166666600,3,5,9,0,5,0,5.65,0.0,Good,554.58,26491109330375200,22 Years and 9 Months,No,70284.0,5048467047428030,Low_spent_Medium_value_payments,34139300000000000,Good
June,26,Doctor,"14.649.275,00",11187729166666600,3,5,9,0,-2,0,5.65,0.0,Good,554.58,24546206573782300,22 Years and 10 Months,NM,0.0,4516623847328420,High_spent_Medium_value_payments,31671100000000000,Good
July,26,Doctor,"14.649.275,00",,3,5,9,0,3,0,16.500.000.000.000.000,0.0,Good,554.58,3153107684972750,22 Years and 11 Months,No,0.0,10071783857469300,Low_spent_Medium_value_payments,2911590000000000,Good
August,26,nan,"14.649.275,00",11187729166666600,3,5,9,0,3,0,5.65,2.0,Good,554.58,2937642942498830,23 Years and 0 Months,No,0.0,9231485183731440,Low_spent_Small_value_payments,3095620000000000,Standard
January,34,Writer,19703.09,1563924166666660,9,9,22,7_,32,18,21.51,7.0,Bad,2677.04,30722612683176100,5 Years and 4 Months,Yes,8923930823277350,,Low_spent_Small_value_payments,14906600000000000,Standard
February,34,Writer,19703.09,1563924166666660,9,9,22,7,32,15,21.51,11.0,Bad,2677.04,29663682729293900,5 Years and 5 Months,Yes,8923930823277350,7361950177121660,!@9#%8,2735340000000000,Standard
March,35,Writer,19703.09_,1563924166666660,9,9,22,7,32,16,16.51,11.0,Bad,2677.04,3879672878193300,5 Years and 6 Months,Yes,8923930823277350,19215920788202600,Low_spent_Small_value_payments,1649940000000000,Standard
April,35,Writer,19703.09,1563924166666660,9,9,22,7,32,15,25.51,11.0,Bad,2677.04,3986043383296720,5 Years and 7 Months,Yes,8923930823277350,767110891024168,High_spent_Small_value_payments,25044200000000000,Standard
May,35,nan,19703.09,1563924166666660,9,9,22,7,32,15,27.51,11.0,Bad,2677.04,35086572986506800,5 Years and 8 Months,Yes,43419.0,18484548372285100,Low_spent_Small_value_payments,17230800000000000,Standard
June,35,Writer,19703.09,1563924166666660,9,9,22,7,27,15,21.51,2211.0,Bad,2677.04,23136167398357900,5 Years and 9 Months,Yes,8923930823277350,7018466872956220,Low_spent_Medium_value_payments,2769680000000000,Standard
July,35,Writer,19703.09,1563924166666660,9,978,22,7,32,14,21.51,11.0,_,2677.04,23135174412697800,5 Years and 10 Months,Yes,8923930823277350,14089248815011600,High_spent_Large_value_payments,29306400000000000,Standard
August,35,nan,19703.09,1563924166666660,9,9,22,7,32,15,21.51,11.0,Bad,2677.04,2368199992093270,5 Years and 11 Months,Yes,8923930823277350,10310112487120800,High_spent_Small_value_payments,22405200000000000,Standard
January,32,Doctor,17416.75,12433958333333300,5,6,12,4,11,10,10.1,0.0,Good,505.44,3327046023849940,30 Years and 2 Months,NM,36559186095505500,__10000__,High_spent_Small_value_payments,2689850000000000,Good
February,33,Doctor,17416.75,12433958333333300,5,6,1439,4,10,10,10.1,0.0,Good,505.44,31168540075401600,30 Years and 3 Months,No,36559186095505500,12694502861738800,Low_spent_Small_value_payments,25083500000000000,Good
March,33,Doctor,17416.75,,5,6,12,4,6,10,10.1,0.0,Good,505.44,3656040981077920,30 Years and 4 Months,No,36559186095505500,__10000__,Low_spent_Medium_value_payments,24972800000000000,Good
April,33,Doctor,17416.75,12433958333333300,5,6,12,4,10,10,10.1,0.0,Good,505.44,27359112622005800,30 Years and 5 Months,No,36559186095505500,10014817650086700,!@9#%8,25763200000000000,Good
May,33,Doctor,17416.75,12433958333333300,5,6,12,4,9,12,10.1,0.0,Good,505.44,2667473282907540,30 Years and 6 Months,No,36559186095505500,4694972723768540,High_spent_Small_value_payments,30083100000000000,Good
June,33,Doctor,17416.75,12433958333333300,5,6,12,4,13,10,9.1,2564.0,_,505.44,2321676930969960,30 Years and 7 Months,NM,36559186095505500,9592460811075040,Low_spent_Small_value_payments,28185600000000000,Good
July,33,Doctor,17416.75,12433958333333300,5,6,12,4,10,,10.1,0.0,Good,505.44,29148181262945000,30 Years and 8 Months,No,36559186095505500,6408928955275660,Low_spent_Small_value_payments,3136910000000000,Good
August,33,Doctor,17416.75,12433958333333300,5,6,12,4,10,10,10.1,1.0,_,505.44,39496296753119100,30 Years and 9 Months,NM,36559186095505500,11780284168085500,High_spent_Large_value_payments,3160000000000000,Good
January,39,Media_Manager,92201.25,75904375,3,7,15,1,25,14,7.38,5.0,Standard,1020.05,33724626080694100,NA,Yes,4888074475885750,34883377270970200,Low_spent_Large_value_payments,6313290000000000,Standard
February,40,nan,92201.25,,3,7,15,1,27,14,4.38,5.0,Standard,1020.05,3411790881423540,NA,Yes,4888074475885750,231464699021575,Low_spent_Medium_value_payments,7586980000000000,Standard
March,40,Media_Manager,92201.25,75904375,3,302,15,1,20,14,7.38,5.0,_,1020.05,43177488068212400,11 Years and 0 Months,Yes,4888074475885750,2472600933202390,High_spent_Small_value_payments,7229030000000000,Standard
April,40,Media_Manager,92201.25,,3,7,15,1_,25,13,7.38,5.0,Standard,1020.05,32832935287556900,11 Years and 1 Months,Yes,4888074475885750,15105835977885200,!@9#%8,8091050000000000,Standard
May,40,Media_Manager,92201.25_,75904375,3,7,15,1,25,12,7.38,5.0,Standard,1020.05,40993548060181300,11 Years and 2 Months,Yes,4888074475885750,20281604219771800,High_spent_Medium_value_payments,7573470000000000,Standard
June,40,Media_Manager,92201.25,,3,7,15,-100,25,,7.38,5.0,Standard,1020.05,39045741084740300,11 Years and 3 Months,Yes,4888074475885750,10603109960688700,High_spent_Large_value_payments,8441320000000000,Standard
July,40,Media_Manager,92201.25,75904375,3,7,15,1,25,14,7.38,5.0,Standard,1020.05,4100302117765630,11 Years and 4 Months,NM,4888074475885750,16299593531365800,High_spent_Large_value_payments,787167069927484,Standard
August,40,Media_Manager,92201.25,,3,7,15,1,29,13,6.38,5.0,Standard,1020.05,26587679854097800,NA,NM,4888074475885750,26696597488382600,Low_spent_Small_value_payments,7331970000000000,Standard
January,41,Mechanic,69707.31,56089425,6,6,12,2,17,10,0.99,163.0,Standard,9.65,39447234173877100,26 Years and 2 Months,No,1084791012032320,17963999714684900,Low_spent_Large_value_payments,5427750000000000,Standard
February,41,Mechanic,69707.31,56089425,6,458,12,2,12,10,0.99,3.0,Standard,9.65,299451471186614,26 Years and 3 Months,No,1084791012032320,2902032121876270,Low_spent_Large_value_payments,43221200000000000,Standard
March,5788,Mechanic,69707.31,,6,6,12,2,18,10,0.99,3.0,Standard,9.65,26578816352604000,26 Years and 4 Months,No,1084791012032320,11535897293208000,!@9#%8,5770560000000000,Standard
April,41,Mechanic,7536373.0,56089425,6,6,12,2,17,10,0.99,3.0,Standard,9.65,3816453478392450,26 Years and 5 Months,NM,1084791012032320,36939453822233500,Low_spent_Medium_value_payments,3630210000000000,Standard
May,41,Mechanic,69707.31,56089425,6,6,12,2,17,8,0.99,3.0,Standard,9.65,3036037117386000,26 Years and 6 Months,No,1084791012032320,782032962899641,High_spent_Large_value_payments,6142120000000000,Standard
June,41,Mechanic,69707.31,56089425,6,6,12,2,17,10,0.99,3.0,Standard,9.65,3351903636596910,26 Years and 7 Months,No,1084791012032320,,High_spent_Small_value_payments,3598290000000000,Standard
July,41,Mechanic,69707.31,56089425,6,982,12,2,21,10,0.99,3.0,Standard,9.65,2449280912673880,26 Years and 8 Months,No,1084791012032320,3517384330953660,Low_spent_Small_value_payments,3906770000000000,Poor
August,41,Mechanic,69707.31,56089425,6,6,12,2,17,,3.99,3.0,Standard,9.65,368109479554741,26 Years and 9 Months,No,1084791012032320,1471597405011260,High_spent_Medium_value_payments,555255408295641,Poor
January,43,Architect,135941.28,11058.44,3,3,11,-100,27,9,7.21,0.0,Standard,1209.32,31694922798328300,30 Years and 8 Months,Yes,2822845804521330,5494014670474870,Low_spent_Large_value_payments,5441580000000000,Standard
February,43,Architect,135941.28,11058.44,3,3,11,3,27,9,0.21,0.0,Standard,1209.32,311724183863478,30 Years and 9 Months,Yes,21414.0,8716939239277240,Low_spent_Large_value_payments,22186500000000000,Standard
March,43,Architect,135941.28,11058.44,3,3,11,3,27,9,7.21,0.0,Standard,1209.32,28909120214184800,30 Years and 10 Months,NM,2822845804521330,2904466362746310,High_spent_Medium_value_payments,7831130000000000,Standard
April,43,Architect,135941.28,11058.44,3,3,11,3,27,12,7.21,0.0,Standard,1209.32,38619466633869900,NA,NM,2822845804521330,1484179268301550,High_spent_Large_value_payments,9151410000000000,Standard
May,43,Architect,17166521.0,11058.44,3,3,11,3,26,9,7.21,0.0,Standard,1209.32,2888753180578150,31 Years and 0 Months,Yes,2822845804521330,3850559079834480,Low_spent_Medium_value_payments,7185040000000000,Standard
June,43,Architect,135941.28,11058.44,3,3,11,3,23,11,13.21,0.0,Standard,1209.32,41727563085871300,31 Years and 1 Months,Yes,2822845804521330,186422452275508,High_spent_Large_value_payments,8771370000000000,Poor
July,43,Architect,135941.28,11058.44,3,3,11,3,27,7,7.21,0.0,Standard,1209.32,30988529886984200,31 Years and 2 Months,Yes,2822845804521330,13041070379890600,High_spent_Medium_value_payments,9431490000000000,Poor
August,43,Architect,135941.28,11058.44,3,3,11,3_,27,6,7.21,0.0,_,1209.32,2945938937149190,31 Years and 3 Months,Yes,66023.0,3618082295314300,Low_spent_Medium_value_payments,7417510000000000,Poor
January,29_,Accountant,44913.34,,2,1,5,0,13,4,0.57,0.0,Good,552.97,3037567231278630,31 Years and 3 Months,No,0.0,15617928558674900,High_spent_Small_value_payments,4518990000000000,Good
February,29,Accountant,44913.34,3480778333333330,2,1,5,0,13,4,0.57,0.0,Good,552.97,3606808396432430,31 Years and 4 Months,No,0.0,6159585435614410,!@9#%8,5264820000000000,Good
March,29,Accountant,44913.34,3480778333333330,2,1,5,0,16,2,-2.43,0.0,_,552.97,30689158228819200,31 Years and 5 Months,No,0.0,2623679856277290,!@9#%8,3657100000000000,Good
April,29,Accountant,44913.34,3480778333333330,2,1,3276,0,13,4,0.57,0.0,Good,552.97,2533913959980790,31 Years and 6 Months,No,0.0,11154835489947000,Low_spent_Medium_value_payments,5165290000000000,Good
May,29,Accountant,44913.34,3480778333333330,2,1,5,0,13,3251,0.57,4.0,_,552.97,3857209205872870,31 Years and 7 Months,No,0.0,7540340474453960,High_spent_Large_value_payments,5126740000000000,Good
June,29,Accountant,44913.34,3480778333333330,2,1,5,-100,13,4,15.699.999.999.999.900,4.0,_,552.97,3549127342557330,NA,No,0.0,1400790219263540,!@9#%8,4579990000000000,Good
July,29,Accountant,44913.34,3480778333333330,2,1,5,0,9,5,6.57,4.0,Good,552.97,2914303288477070,31 Years and 9 Months,No,0.0,21418587049350100,High_spent_Small_value_payments,39389200000000000,Good
August,29,Accountant,44913.34,3480778333333330,2,1,5,0,13,,0.57,4.0,Good,552.97,27971519435391100,31 Years and 10 Months,No,0.0,8055473260391430,High_spent_Medium_value_payments,5175230000000000,Standard
January,19,Engineer,14455.15,9125958333333330,6,5,19,0,8,16,_,4.0,_,1028.5,35401848590823600,NA,Yes,0.0,12078443484400500,Low_spent_Small_value_payments,26047500000000000,Standard
February,19,Engineer,14455.15,,6,5,19,0_,6,19,10.56,4.0,_,1028.5,3264236663342360,12 Years and 9 Months,Yes,0.0,5054242675902140,Low_spent_Small_value_payments,33071700000000000,Standard
March,19,Engineer,14455.15,9125958333333330,6,5,19,0,6,16,10.56,4.0,Standard,1028.5,24541496248750300,12 Years and 10 Months,Yes,0.0,7755364697773060,Low_spent_Small_value_payments,30370600000000000,Standard
April,19,Engineer,24096975.0,9125958333333330,6,5,19,0,6,,10.56,4.0,Standard,1028.5,27524864013140400,12 Years and 11 Months,Yes,0.0,7580116257859380,Low_spent_Medium_value_payments,29545800000000000,Standard
May,20,nan,14455.15,9125958333333330,6,5,19,0,6,16,10.56,4.0,Standard,1028.5,3300365179500390,13 Years and 0 Months,Yes,0.0,7357009320861980,Low_spent_Medium_value_payments,29768900000000000,Standard
June,20,Engineer,14455.15,9125958333333330,6,5,19,0,6,17,10.56,4.0,Standard,1028.5,364299944693321,NA,Yes,0.0,10641712654015100,Low_spent_Small_value_payments,27484200000000000,Standard
July,20,Engineer,14455.15_,9125958333333330,6,5,19,0,6,19,10.56,4.0,Standard,1028.5,3260571301789460,13 Years and 2 Months,Yes,0.0,33721606483995100,High_spent_Medium_value_payments,3075380000000000,Standard
August,20,Engineer,14455.15,9125958333333330,6,5,19,0,10,16,10.56,7.0,Standard,1028.5,360857933202461,13 Years and 3 Months,Yes,0.0,23056051608523800,High_spent_Large_value_payments,30820400000000000,Good
January,39,Developer,64734.84,5556.57,2,4,7,4,13,1,13.8,3.0,Good,593.94,41309960329811200,17 Years and 5 Months,No,12641241242875900,2029817335221260,High_spent_Small_value_payments,4862630000000000,Poor
February,39_,Developer,64734.84_,5556.57,1,3,7,4,11,1,11.8,3.0,Good,593.94,3600730475672130,17 Years and 6 Months,No,12641241242875900,14379351404782500,High_spent_Medium_value_payments,5354510000000000,Standard
March,39,Developer,20468239.0,5556.57,1,3,7,4,8,,12.8,3.0,Good,593.94,26244134749011900,17 Years and 7 Months,No,12641241242875900,359662272573104,Low_spent_Large_value_payments,33958200000000000,Poor
April,39,Developer,64734.84,,1,3,7,4,11,1,8.8,3.0,Good,593.94,24783444293199600,17 Years and 8 Months,No,12641241242875900,8630024068265400,High_spent_Medium_value_payments,5929440000000000,Poor
May,40,Developer,64734.84,5556.57,1,3,7,4,11,4,8.8,3.0,Good,593.94,3674121937138270,17 Years and 9 Months,NM,12641241242875900,21070666978631200,High_spent_Small_value_payments,4785380000000000,Poor
June,40,Developer,64734.84,5556.57,1,3,7,4,9,3,8.8,4.0,Good,593.94,3638976227436400,17 Years and 10 Months,No,12641241242875900,3917003133001960,Low_spent_Large_value_payments,3075440000000000,Poor
July,40,Developer,64734.84,5556.57,1,3,7,4,11,1,8.8,4.0,_,593.94,2394098585612850,17 Years and 11 Months,No,12641241242875900,3061582719074850,High_spent_Small_value_payments,38308600000000000,Poor
August,40,Developer,64734.84,5556.57,1,3,7,4,9,1,6.800.000.000.000.000,4.0,Good,593.94,3995432766126360,18 Years and 0 Months,No,12641241242875900,215655135238784,High_spent_Medium_value_payments,4635890000000000,Standard
January,47,Accountant,85953.88,,3,3,16,4,23,18,8.55,4.0,Standard,649.07,3239623483741280,28 Years and 5 Months,Yes,21924917445632200,192759364987364,High_spent_Medium_value_payments,5520740000000000,Standard
February,47,Accountant,85953.88,7140823333333330,3,3,16,4,23,15,17.55,9.0,Standard,649.07,26782720049638000,28 Years and 6 Months,Yes,21924917445632200,37299786420601400,Low_spent_Medium_value_payments,4018350000000000,Standard
March,47,Accountant,85953.88,7140823333333330,3,3,16,4,22,21,15.55,9.0,Standard,649.07,3004222789562520,28 Years and 7 Months,Yes,21924917445632200,17638697945748300,High_spent_Large_value_payments,5584460000000000,Standard
April,47,nan,85953.88,7140823333333330,3,3,16,4,24,18,15.55,9.0,_,649.07,3619346653020640,NA,Yes,21924917445632200,22344392871029600,High_spent_Medium_value_payments,5213890000000000,Standard
May,47,Accountant,85953.88,7140823333333330,3,3,16,4,23,20,15.55,9.0,Standard,649.07,33131004279638500,28 Years and 9 Months,Yes,21924917445632200,7374906528974030,Low_spent_Medium_value_payments,3734250000000000,Standard
June,47,Accountant,85953.88,7140823333333330,3,3,16,4,23,18,16.55,9.0,_,649.07,2511948913299400,28 Years and 10 Months,Yes,21924917445632200,26910000763388800,High_spent_Medium_value_payments,47573300000000000,Standard
July,47,Accountant,85953.88,7140823333333330,3,3,16,1464,23,18,18.55,9.0,Standard,649.07,24153358685455700,28 Years and 11 Months,Yes,21924917445632200,14838653652596000,High_spent_Large_value_payments,5864470000000000,Standard
August,47,Accountant,85953.88,7140823333333330,3,3,16,4,23,18,15.55,9.0,Standard,649.07,2712889687158360,29 Years and 0 Months,NM,21924917445632200,11521594995593500,High_spent_Large_value_payments,6196170000000000,Standard
January,50,Developer,21755.79,,8,4,20,484,8,22,9.3,3.0,Standard,604.9,2851855185521950,30 Years and 2 Months,Yes,31155358174966700,7016184828909500,Low_spent_Large_value_payments,3418810000000000,Standard
February,50,Developer,21755.79,17319825,8,4,20,2_,5,,16.3,3.0,Standard,604.9,31472807858650600,30 Years and 3 Months,Yes,31155358174966700,13197549970228300,Low_spent_Large_value_payments,28006700000000000,Standard
March,50,Developer,21755.79,,8,4,20,2,8,20,10.3,3.0,_,604.9,36631773055742500,30 Years and 4 Months,Yes,31155358174966700,89012060608291,Low_spent_Large_value_payments,32303100000000000,Standard
April,50,Developer,21755.79,17319825,8,4,20,2,8,22,9.3,3.0,Standard,604.9,26710639316584400,30 Years and 5 Months,NM,31155358174966700,207910200087648,Low_spent_Small_value_payments,22413300000000000,Standard
May,50,Developer,21755.79,17319825,8,4,20,2,8,17,9.3,3.0,_,604.9,40830267169816900,30 Years and 6 Months,Yes,31155358174966700,16574019455521800,Low_spent_Small_value_payments,266302697269815,Standard
